"nome", "sobrenome", "email", "datanascimento", "genero", "tiposanguineo", "endereco", "cidade", "estado", "cep","cpf", "frkPlanoSaude"
"Ot�vio", "Alves", "OtavioSousaAlves@cuvox.de", "7/14/2002", "M", "O+", "Rua Umbelina da Costa Lucas 1500", "Po�os de Caldas", "MG", "37701-423","43272110011", "122"
"Pedro", "Pereira", "PedroFernandesPereira@superrito.com", "12/24/1934", "M", "O+", "Pra�a �lvares Rubi�o 946", "Varginha", "MG", "37014-080","04995302417", "122"
"Julian", "Souza", "JulianOliveiraSouza@superrito.com", "10/25/1954", "M", "O+", "Rua Uberl�ndia 696", "Governador Valadares", "MG", "35051-500","30624696502", "895"
"Kauan", "Barbosa", "KauanCorreiaBarbosa@teleworm.us", "12/10/1991", "M", "A+", "Rua Cruz Alta 1191", "Aparecida de Goi�nia", "GO", "74982-120","53035360502", "122"
"Paulo", "Silva", "PauloCarvalhoSilva@rhyta.com", "8/3/1942", "M", "A+", "Rua J�lio V�tor 365", "Duque de Caxias", "RJ", "25042-390","16430015904", "389"
"Gabrielly", "Costa", "GabriellyCavalcantiCosta@dayrep.com", "4/1/1993", "F", "B+", "Rua Giorgio Negroni 1752", "Porto Alegre", "RS", "91770-350","40277395313", "231"
"Rafael", "Cavalcanti", "RafaelMartinsCavalcanti@dayrep.com", "9/15/1948", "M", "O+", "2� Travessa Segisnando Moura 1737", "Caxias", "MA", "65609-720","60720485606", "389"
"Luan", "Melo", "LuanBarrosMelo@fleckens.hu", "10/9/1990", "M", "A+", "Rua A 801", "S�o Bernardo do Campo", "SP", "09782-000","10385710909", "323"
"Martim", "Carvalho", "MartimOliveiraCarvalho@fleckens.hu", "4/24/1953", "M", "B+", "Rua Blasco Ib�nez 1062", "Curitiba", "PR", "81530-390","69857767443", "145"
"Mariana", "Cardoso", "MarianaAzevedoCardoso@gustr.com", "5/5/1960", "F", "B+", "Rua Lavoura 478", "Olinda", "PE", "53200-170","68537694576", "895"
"Kai", "Lima", "KaiAlmeidaLima@armyspy.com", "12/17/1962", "M", "A+", "Rua Mexicana 1360", "Guarulhos", "SP", "07043-080","44431604260", "986"
"Vit�r", "Oliveira", "VitorCunhaOliveira@dayrep.com", "9/11/1995", "M", "AB+", "Travessa Salom�o 472", "Salvador", "BA", "41295-110","44806491314", "98"
"Tiago", "Correia", "TiagoSousaCorreia@gustr.com", "10/16/1976", "M", "A+", "Travessa Pedro Gaida Filho 1861", "Castro", "PR", "84182-090","43873114607", "122"
"Breno", "Ribeiro", "BrenoCardosoRibeiro@einrot.com", "4/17/1935", "M", "O+", "Rua Recife 1032", "S�o Paulo", "SP", "05889-370","20763815039", "389"
"Nicolas", "Dias", "NicolasAlvesDias@einrot.com", "5/22/1987", "M", "O+", "Rua Jo�o Jos� Guimar�es 1268", "Par� de Minas", "MG", "35660-224","73662355205", "345"
"Laura", "Rodrigues", "LauraCardosoRodrigues@gustr.com", "7/30/1939", "F", "B+", "Pra�a da Bandeira 745", "Vit�ria de Santo Ant�o", "PE", "55602-200","46250039546", "895"
"Emily", "Dias", "EmilyGoncalvesDias@einrot.com", "4/1/2000", "F", "O+", "Rua Justino de Jesus Santarem 1935", "Botucatu", "SP", "18605-527","14576106635", "122"
"Rodrigo", "Rocha", "RodrigoCarvalhoRocha@dayrep.com", "1/11/1999", "M", "A+", "Rua Termometria 810", "Paulista", "PE", "53411-271","21748148893", "145"
"Rodrigo", "Castro", "RodrigoSantosCastro@einrot.com", "3/25/1967", "M", "A+", "Rua Francisco de Paula Corteze 665", "Sert�ozinho", "SP", "14160-310","93607920206", "986"
"Gustavo", "Rodrigues", "GustavoBarrosRodrigues@cuvox.de", "9/29/1989", "M", "A-", "Rua Ruth Conrado Jacintho 1170", "Franca", "SP", "14405-155","16399693730", "45"
"Sarah", "Ribeiro", "SarahMartinsRibeiro@armyspy.com", "8/7/1975", "F", "A-", "Rua Faustino Mendes 1303", "S�o Paulo", "SP", "02321-100","54182014090", "323"
"Alice", "Cunha", "AliceCarvalhoCunha@einrot.com", "2/7/1953", "F", "O+", "Rua Visconde de Ouro Preto 793", "Aparecida de Goi�nia", "GO", "74910-190","15760973665", "145"
"Gustavo", "Azevedo", "GustavoBarrosAzevedo@rhyta.com", "5/15/2001", "M", "A+", "Rua Araruna 813", "Recife", "PE", "50730-060","69613316701", "231"
"Lavinia", "Melo", "LaviniaBarrosMelo@cuvox.de", "7/7/1940", "F", "A+", "Rua Tr�s 490", "Almirante Tamandar�", "PRF", "83512-310","39825907363", "895"
"Tha�s", "Oliveira", "ThaisCarvalhoOliveira@superrito.com", "1/26/1948", "F", "O+", "Rua Honduras 1925", "Tel�maco Borba", "PR", "84266-330","16071132363", "122"
"Luiz", "Goncalves", "LuizSousaGoncalves@cuvox.de", "3/19/1978", "M", "B+", "Rua Teobaldo Weissheimer 1872", "Novo Hamburgo", "RS", "93530-120","35268435540", "122"
"�gatha", "Silva", "AgathaMeloSilva@teleworm.us", "12/25/1944", "F", "B+", "Rua Quatro 16", "Ribeir�o das Neves", "MG", "33903-405","88368506425", "345"
"Julian", "Araujo", "JulianSousaAraujo@dayrep.com", "11/24/1968", "M", "O+", "Rua S�o Miguel 1897", "Rio de Janeiro", "RJ", "20530-420","08218369945", "122"
"Gustavo", "Dias", "GustavoBarrosDias@teleworm.us", "11/7/1953", "M", "O-", "Rua Am�rico Rangel 1267", "Camaragibe", "PE", "54753-045","68829472603", "345"
"Luana", "Santos", "LuanaGomesSantos@superrito.com", "5/16/1970", "F", "O+", "Rua 37 1724", "Luzi�nia", "GO", "72816-370","40871774836", "323"
"Camila", "Barros", "CamilaRochaBarros@gustr.com", "5/20/1985", "F", "O+", "Rua Isa�as Branco de Ara�jo 192", "S�o Paulo", "SP", "05841-150","66428170876", "45"
"F�bio", "Cunha", "FabioGoncalvesCunha@rhyta.com", "7/24/1935", "M", "O+", "Rua Maria Augusta da Silva 290", "Caxias do Sul", "RS", "95050-770","08959636983", "323"
"Guilherme", "Pinto", "GuilhermeSantosPinto@fleckens.hu", "11/20/1964", "M", "B+", "Travessa F� em Deus 1213", "Salvador", "BA", "40340-480","25015271352", "45"
"Igor", "Pinto", "IgorPereiraPinto@rhyta.com", "12/3/1999", "M", "A+", "Travessa Jos� Benedito de Oliveira 1863", "Ara�atuba", "SP", "16022-200","66034505429", "145"
"Lu�s", "Goncalves", "LuisOliveiraGoncalves@jourrapide.com", "1/9/1974", "M", "A+", "Rua General Glic�rio 1964", "S�o Jos� do Rio Preto", "SP", "15060-000","25899428775", "323"
"Luiza", "Sousa", "LuizaFernandesSousa@dayrep.com", "1/27/1984", "F", "B+", "Travessa Nioaque 392", "Cuiab�", "MT", "78025-448","59949757967", "98"
"J�lio", "Pereira", "JulioGoncalvesPereira@fleckens.hu", "6/5/1936", "M", "B+", "Alameda das Mangueiras 982", "S�o Carlos", "SP", "13561-355","54991267048", "895"
"Ana", "Cardoso", "AnaSousaCardoso@superrito.com", "7/21/1992", "F", "A+", "Alto Cruzeiro 655", "Gravat�", "PE", "55644-550","16364852602", "956"
"Gabriel", "Ribeiro", "GabrielPereiraRibeiro@cuvox.de", "5/25/1970", "M", "A+", "Rua Pirapo 728", "Canoas", "RS", "92410-240","46602692305", "122"
"Rafael", "Carvalho", "RafaelCastroCarvalho@rhyta.com", "7/28/1935", "M", "O+", "Rua Manoel Augusto Amaral 1051", "S�o Jos� dos Campos", "SP", "12234-220","85913850041", "389"
"Jo�o", "Cardoso", "JoaoAraujoCardoso@einrot.com", "2/26/1983", "M", "O+", "Rua Professor Hor�cio Quaglio 898", "S�o Paulo", "SP", "05851-310","48820863286", "91"
"Julian", "Cavalcanti", "JulianSilvaCavalcanti@dayrep.com", "4/22/1971", "M", "B+", "Rua dos Patur�s 1451", "Manaus", "AM", "69099-411","37806456023", "956"
"Leonardo", "Pereira", "LeonardoMartinsPereira@armyspy.com", "4/2/1936", "M", "B+", "Pra�a General Eduardo da Silva 790", "S�o Paulo", "SP", "08051-540","03205169204", "231"
"Leonardo", "Dias", "LeonardoCardosoDias@cuvox.de", "3/5/1969", "M", "AB+", "Rua Arlindo Ferrari 829", "S�o Paulo", "SP", "03381-070","01951657640", "323"
"Pedro", "Alves", "PedroMeloAlves@dayrep.com", "2/2/1992", "M", "A+", "Rua Doutor Greg�rio Costa 523", "Pindamonhangaba", "SP", "12400-430","65007989371", "323"
"Eduardo", "Almeida", "EduardoMartinsAlmeida@cuvox.de", "6/28/1937", "M", "O+", "Quadra B 1208", "S�o Lu�s", "MA", "65043-130","13362201040", "895"
"Emily", "Pinto", "EmilyAzevedoPinto@gustr.com", "5/14/1952", "F", "B+", "Rua Angelina Caravina 664", "Presidente Prudente", "SP", "19061-100","05988008917", "45"
"Beatrice", "Lima", "BeatriceGoncalvesLima@armyspy.com@g.com", "9/7/1956", "F", "O+", "Rua Acari 404", "Salvador", "BA", "41650-095","53185811453", "895"
"Matilde", "Cunha", "MatildeLimaCunha@fleckens.hu", "12/30/1982", "F", "O+", "Rua Guairaca 64", "Mogi das Cruzes", "SP", "08760-320","50220807612", "956"
"Marina", "Barros", "MarinaMeloBarros@jourrapide.com", "1/7/1944", "F", "O+", "Rua Projetada 946", "Votorantim", "SP", "18112-040","14601094658", "389"
"Gabrielle", "Oliveira", "GabrielleMartinsOliveira@superrito.com", "6/3/1968", "F", "O+", "Rua Giseli 717", "Fortaleza", "CE", "60822-730","51676574158", "895"
"Tom�s", "Ferreira", "TomasAlmeidaFerreira@cuvox.de", "1/23/1990", "M", "O+", "Rua Dinorando Salerno 1989", "Franca", "SP", "14402-497","15366560977", "956"
"Nicolas", "Rodrigues", "NicolasAlvesRodrigues@cuvox.de", "9/27/1984", "M", "A+", "Travessa Pedro Lessa 348", "Governador Valadares", "MG", "35030-450","92130219683", "122"
"Nicolas", "Pinto", "NicolasDiasPinto@einrot.com", "11/5/1938", "M", "O+", "Rua Primeiro de Maio 1227", "S�o Jos�", "SC", "88113-020","11549889451", "145"
"Gustavo", "Rodrigues", "GustavoCavalcantiRodrigues@rhyta.com", "12/23/1998", "M", "A+", "Rua Professor Ivon Zardo 1180", "Ponta Grossa", "PR", "84050-390","52380146276", "389"
"Vit�r", "Sousa", "VitorOliveiraSousa@dayrep.com", "10/9/1966", "M", "A+", "Rua Luiz Can�neo 306", "Pindamonhangaba", "SP", "12402-220","25972048396", "45"
"Carla", "Martins", "CarlaGoncalvesMartins@cuvox.de", "1/21/1937", "F", "O+", "Rua Engenheiro Durval E. P. de Carvalho 1349", "Curitiba", "PR", "82400-170","43849155358", "389"
"Samuel", "Fernandes", "SamuelCastroFernandes@einrot.com", "2/25/1999", "M", "B+", "Rua Guarda Municipal Fladinardo Lopes 931", "Indaiatuba", "SP", "13348-881","67665050018", "323"
"Camila", "Rocha", "CamilaDiasRocha@einrot.com", "1/4/1973", "F", "O-", "Rua Arlindo Leonello 1614", "Mogi-Mirim", "SP", "13807-515","31616231009", "91"
"Daniel", "Melo", "DanielSilvaMelo@teleworm.us", "3/11/1969", "M", "B+", "Rua Ruy Borges Prestes 1472", "Caxias do Sul", "RS", "95084-011","03400507210", "231"
"Luiz", "Correia", "LuizSouzaCorreia@gustr.com", "5/15/1989", "M", "O+", "Rua Francisco S�rgio de Abrantes 1098", "Sousa", "PB", "58805-500","47086953733", "145"
"Livia", "Goncalves", "LiviaSantosGoncalves@armyspy.com", "5/4/1982", "F", "O+", "Quadra Quadra 272 285", "Luzi�nia", "GO", "72821-225","98333105165", "345"
"Nicolash", "Gomes", "NicolashPintoGomes@cuvox.de", "7/15/1999", "M", "B+", "Rua Paran� 304", "Valpara�so de Goi�s", "GO", "72870-520","11743785496", "45"
"Anna", "Azevedo", "AnnaGomesAzevedo@fleckens.hu", "1/11/1960", "F", "A+", "Rua Jos� Pedro Gon�alves 269", "Divin�polis", "MG", "35501-487","68294808415", "45"
"Carolina", "Ferreira", "CarolinaRibeiroFerreira@dayrep.com", "6/18/1932", "F", "O+", "Avenida Ouro 1163", "Manaus", "AM", "69099-205","78102627344", "98"
"Eduarda", "Pinto", "EduardaSantosPinto@rhyta.com", "7/7/1973", "F", "O+", "Rua Tamoios 414", "Cachoeirinha", "RS", "94910-210","39907217395", "389"
"Diogo", "Araujo", "DiogoCastroAraujo@armyspy.com", "6/18/1978", "M", "O+", "Rua Jacarand� 608", "Goi�nia", "GO", "74885-240","25194948832", "986"
"Sophia", "Pinto", "SophiaCostaPinto@armyspy.com", "6/6/1988", "F", "O+", "Rua das Tulipas 301", "Cariacica", "ES", "29145-831","35939087353", "45"
"Samuel", "Rodrigues", "SamuelPintoRodrigues@superrito.com", "7/13/1989", "M", "O+", "Ilha do Carvalho 88", "S�o Gon�alo", "RJ", "24426-145","47947079595", "231"
"Nicolash", "Sousa", "NicolashLimaSousa@armyspy.com", "4/15/1963", "M", "A+", "Quadra QN 07 �rea Especial 09 661", "Riacho Fundo", "DF", "71805-739","55934674048", "98"
"Kau�", "Oliveira", "KauaFernandesOliveira@gustr.com", "4/3/1998", "M", "O-", "Travessa Vitoriano Palhares 872", "Recife", "PE", "50710-191","82107901457", "956"
"Danilo", "Barbosa", "DaniloPintoBarbosa@superrito.com", "11/29/1942", "M", "O+", "Rua Fl�vio A. Secco 699", "Curitiba", "PR", "82630-050","89528634613", "389"
"Lara", "Martins", "LaraCostaMartins@cuvox.de", "2/16/1950", "F", "A-", "Rua Nunes Machado 1660", "Curitiba", "PR", "80220-071","38083605182", "895"
"Fernanda", "Almeida", "FernandaAraujoAlmeida@rhyta.com", "11/17/2002", "F", "AB+", "Rua Emiliano Perneta 473", "Curitiba", "PR", "80010-050","27897784185", "122"
"Anna", "Silva", "AnnaCardosoSilva@cuvox.de", "10/22/2003", "F", "B+", "Rua do Porto 273", "S�o Jos�", "SC", "88107-389","29024315034", "345"
"Let�cia", "Silva", "LeticiaCarvalhoSilva@einrot.com", "3/17/2004", "F", "A-", "Rua Euclides Matoso 1927", "Jaboat�o dos Guararapes", "PE", "54250-360","78753208013", "231"
"Sophia", "Barros", "SophiaLimaBarros@gustr.com", "4/17/1934", "F", "B+", "Viela Jo�o Parente 428", "Jacare�", "SP", "12308-080","29094491737", "91"
"Melissa", "Correia", "MelissaCarvalhoCorreia@dayrep.com", "6/22/1970", "F", "O+", "Rua Marechal C�mara 1785", "Jo�o Pessoa", "PB", "58080-430","16184437399", "389"
"Renan", "Barbosa", "RenanAzevedoBarbosa@teleworm.us", "12/27/1975", "M", "O+", "Rua S�o Benedito 595", "Novo Hamburgo", "RS", "93520-040","71700869647", "122"
"Vit�ria", "Ribeiro", "VitoriaMartinsRibeiro@einrot.com", "11/1/1965", "F", "O+", "Rua Deputado Raimundo de Andrade 175", "Cachoeiro de Itapemirim", "ES", "29315-311","24128925128", "323"
"Cau�", "Almeida", "CauaBarrosAlmeida@cuvox.de", "9/1/1990", "M", "AB+", "Rua Presidente Pamplona 1556", "Natal", "RN", "59065-390","82179498080", "45"
"Gabriela", "Silva", "GabrielaCunhaSilva@gustr.com", "9/8/1934", "F", "B+", "Viaduto Engenheiro Ildo Meneghetti 1106", "Porto Alegre", "RS", "90420-070","33495087150", "45"
"Ryan", "Rodrigues", "RyanAraujoRodrigues@jourrapide.com", "11/8/1967", "M", "O+", "Rua Carlos Maul 539", "Duque de Caxias", "RJ", "25261-270","60027111806", "122"
"Luis", "Ribeiro", "LuisMeloRibeiro@teleworm.us", "5/22/1983", "M", "O+", "Rua Carmine Dellisanti 366", "Francisco Morato", "SP", "07905-050","34768127401", "145"
"Tom�s", "Cardoso", "TomasRibeiroCardoso@jourrapide.com", "12/11/1933", "M", "O-", "Rua Humait� 947", "Ja�", "SP", "17202-440","00135035295", "895"
"Gabriela", "Silva", "GabrielaDiasSilva@gustr.com", "5/2/1966", "F", "A+", "Pra�a Doutor Augusto Gon�alves 219", "Ita�na", "MG", "35680-054","84565549107", "895"
"Lucas", "Gomes", "LucasAraujoGomes@dayrep.com", "11/11/1938", "M", "A+", "Rua J�nio Quadros 481", "Sobral", "CE", "62010-680","41854527649", "323"
"Igor", "Pinto", "IgorAlmeidaPinto@gustr.com", "2/5/1947", "M", "A+", "Rua Seara 1251", "Joinville", "SC", "89221-320","43956247744", "389"
"Kaua", "Souza", "KauaSilvaSouza@rhyta.com", "7/23/1963", "M", "A+", "Rua Senador Fl�vio Carvalho Guimar�es 760", "Ponta Grossa", "PR", "84070-460","12248286317", "389"
"J�lia", "Dias", "JuliaBarbosaDias@cuvox.de", "7/16/1986", "F", "A+", "Rua Radialista Carlos Rubens 427", "Belo Horizonte", "MG", "31580-350","65822632262", "956"
"Vitoria", "Rodrigues", "VitoriaFerreiraRodrigues@dayrep.com", "6/11/1989", "F", "O+", "Rua Quatro 138", "Indaiatuba", "SP", "13337-075","75509910305", "45"
"Mariana", "Fernandes", "MarianaCarvalhoFernandes@teleworm.us", "10/5/1964", "F", "O-", "Rua 106 318", "Valpara�so de Goi�s", "GO", "72871-106","69167897193", "345"
"Vit�r", "Barros", "VitorCarvalhoBarros@gustr.com", "1/2/1945", "M", "B+", "Avenida Santa Laura 1478", "V�rzea Grande", "MT", "78128-354","66824881228", "231"
"Melissa", "Sousa", "MelissaAraujoSousa@teleworm.us", "7/25/1988", "F", "A+", "Rua Delso Renault 1873", "Belo Horizonte", "MG", "30865-440","81667268074", "895"
"Ryan", "Melo", "RyanRibeiroMelo@rhyta.com", "9/23/1982", "M", "O+", "Servid�o Professor Nilson Jos� de Jesus 1934", "Florian�polis", "SC", "88058-160","36885554146", "323"
"Murilo", "Pinto", "MuriloLimaPinto@armyspy.com", "8/19/1990", "M", "O+", "Avenida Vicente de Carvalho 1401", "Rio de Janeiro", "RJ", "21210-004","91420361864", "231"
"Alex", "Azevedo", "AlexOliveiraAzevedo@gustr.com", "1/29/1983", "M", "A+", "Rua 17-B 808", "Goi�nia", "GO", "74354-090","13126634990", "986"
"Vin�cius", "Lima", "ViniciusFerreiraLima@teleworm.us", "8/30/1962", "M", "O+", "Rua Professor Nuno de Souza e Silva 1138", "Curitiba", "PR", "82010-420","13037158212", "98"
"Kaua", "Barros", "KauaAzevedoBarros@cuvox.de", "9/21/1975", "M", "O+", "Corredor Tr�s 1564", "Pelotas", "RS", "96070-450","07467956703", "122"
"Beatriz", "Azevedo", "BeatrizCavalcantiAzevedo@superrito.com", "11/3/1995", "F", "B+", "Rua Padre Jo�o 1750", "Bel�m", "PA", "66123-320","21804264105", "323"
"Bianca", "Silva", "BiancaRibeiroSilva@dayrep.com", "7/17/1981", "F", "O+", "Rua Bel�m 1481", "Itaja�", "SC", "88310-556","11899643923", "91"
"Nicolash", "Santos", "NicolashAlvesSantos@einrot.com", "9/24/1938", "M", "O+", "Avenida Aldo Ribeiro Luz 197", "S�o Paulo", "SP", "02977-220","42679798988", "986"
"Guilherme", "Dias", "GuilhermeCostaDias@jourrapide.com", "9/9/1977", "M", "O+", "Rua Coronel Costa Brito 837", "Jequi�", "BA", "45203-660","61404934472", "345"
"Rodrigo", "Barros", "RodrigoGoncalvesBarros@cuvox.de", "7/17/1984", "M", "O+", "Beco S�o Sebasti�o 862", "Rio de Janeiro", "RJ", "23098-005","92981346571", "91"
"Nicole", "Goncalves", "NicoleCostaGoncalves@fleckens.hu", "10/17/1932", "F", "B+", "Rua Pedro Ant�nio Salino 1887", "S�o Gon�alo", "RJ", "24474-580","46720513400", "122"
"Vinicius", "Ribeiro", "ViniciusAlvesRibeiro@rhyta.com", "6/20/1950", "M", "A+", "Avenida Guaxenduba 1313", "S�o Lu�s", "MA", "65015-560","93996864345", "122"
"Marina", "Lima", "MarinaDiasLima@teleworm.us", "8/13/1981", "F", "A-", "Rua General Bruce 1641", "Rio de Janeiro", "RJ", "20921-030","54901546678", "895"
"Estevan", "Melo", "EstevanSantosMelo@dayrep.com", "5/21/1973", "M", "B+", "Travessa Cabo Frio 1518", "Bel�m", "PA", "66843-030","49415864095", "956"
"Danilo", "Lima", "DaniloRochaLima@gustr.com", "12/15/2001", "M", "A+", "Rua Araguaia 1197", "Serra", "ES", "29169-430","40967103932", "895"
"Igor", "Ferreira", "IgorRodriguesFerreira@rhyta.com", "7/4/1995", "M", "AB+", "Rua Professor Pereira Lira 1246", "Santa Rita", "PB", "58301-025","78925304015", "986"
"Breno", "Souza", "BrenoAlmeidaSouza@armyspy.com", "7/6/1974", "M", "O+", "Vila Mauriti 801", "Bel�m", "PA", "66080-060","28517086279", "231"
"Carlos", "Ferreira", "CarlosPereiraFerreira@dayrep.com", "11/16/1951", "M", "A+", "Rua C�sar Zoppi 986", "Indaiatuba", "SP", "13346-450","69682476585", "231"
"Eduarda", "Souza", "EduardaAlvesSouza@rhyta.com", "6/1/1961", "F", "O+", "Avenida Fernando Arens 1447", "Jundia�", "SP", "13202-570","41364560429", "45"
"Sophia", "Oliveira", "SophiaCavalcantiOliveira@fleckens.hu", "7/7/1986", "F", "A-", "Travessa Torres 1616", "Natal", "RN", "59037-803","58566556992", "895"
"Ot�vio", "Almeida", "OtavioAraujoAlmeida@cuvox.de", "11/3/1956", "M", "A+", "Rua Dom Alberto Gon�alves 1984", "Curitiba", "PR", "80510-340","02906325520", "122"
"Vit�r", "Castro", "VitorRochaCastro@cuvox.de", "3/25/1956", "M", "B+", "Rua Pinha 1582", "Paranagu�", "PR", "83209-220","70153466642", "145"
"Isabella", "Melo", "IsabellaFerreiraMelo@fleckens.hu", "3/18/1984", "F", "O+", "Rua Rio Alagoas 44", "Serra", "ES", "29160-512","82207015289", "145"
"Kau�", "Ribeiro", "KauaSousaRibeiro@gustr.com", "11/6/1998", "M", "A+", "Rua Doralice Fernandes dos Santos 1473", "Arapiraca", "AL", "57305-720","34999446340", "231"
"Brenda", "Almeida", "BrendaGoncalvesAlmeida@dayrep.com", "7/2/2001", "F", "B+", "Rua Caruapana 197", "S�o Paulo", "SP", "03015-020","12656665710", "895"
"Leonor", "Fernandes", "LeonorCorreiaFernandes@gustr.com", "10/26/1997", "F", "A+", "Rua Guido Domenici 398", "Sert�ozinho", "SP", "14177-080","31524817058", "145"
"Mateus", "Melo", "MateusRochaMelo@superrito.com", "3/18/1991", "M", "A+", "Pra�a Vinte e Quatro de Junho 1644", "Atibaia", "SP", "12940-343","09671155235", "389"
"Victor", "Pereira", "VictorSantosPereira@jourrapide.com", "1/16/1978", "M", "O+", "Rua Caravelas 1717", "Cabo Frio", "RJ", "28906-430","35587342204", "956"
"J�lia", "Alves", "JuliaCastroAlves@gustr.com", "9/22/1945", "F", "AB+", "Travessa Alexandra 890", "Fortaleza", "CE", "60732-040","48532526497", "345"
"Caio", "Correia", "CaioMeloCorreia@cuvox.de", "9/20/1933", "M", "O+", "Quadra 304 Norte Alameda 2 798", "Palmas", "TO", "77006-356","37421371400", "45"
"Sarah", "Araujo", "SarahCorreiaAraujo@gustr.com", "5/27/1968", "F", "B+", "Travessa dos Esportes 157", "Tatu�", "SP", "18270-590","40191384518", "986"
"Let�cia", "Cardoso", "LeticiaCarvalhoCardoso@rhyta.com", "8/3/1951", "F", "AB+", "Rua Graciliano Ramos 15", "S�o Vicente", "SP", "11365-020","36197593327", "91"
"Vin�cius", "Araujo", "ViniciusCostaAraujo@dayrep.com", "12/25/1968", "M", "AB+", "Beco S�o Jo�o 1629", "Manaus", "AM", "69020-750","74975513102", "389"
"Emily", "Souza", "EmilySantosSouza@jourrapide.com", "1/26/1942", "F", "A+", "Alameda Filemon Andrade 424", "Salvador", "BA", "40100-060","04007591954", "45"
"Anna", "Barros", "AnnaGomesBarros@cuvox.de", "12/14/1979", "F", "O+", "Rua Miguel Guerra 483", "Praia Grande", "SP", "11722-020","39543624305", "345"
